IMDB Ratings,IMDB Score,Content Rating,Date Released,year,month,day of the week,Genres,Genre A,Genre B,Genre C,Keywords,Keyword 1,Keyword 2,Keyword 3,Stars,Star 1,Star 2,Star 3,Directors,Director 1,Director 2,Director 3,Writers,Writer 1,Writer 2,Writer 3,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD,Name,RT_audience_score,RT_tomatometer_score,RT_audience_#reviews,RT_tomatometer_#reviews,Producer
453847,8.0,PG,2004-01-09,2004,1,4,['Adventure' 'Drama' 'Fantasy'],Adventure,Drama,Fantasy,"['father son relationship' 'storytelling' 'father son estrangement' 'fish'
 'death of father' 'trailer']",father son relationship,storytelling,father son estrangement,['Ewan McGregor' 'Albert Finney' 'Billy Crudup'],Ewan McGregor,Albert Finney,Billy Crudup,['Tim Burton'],Tim Burton,none,none,['Daniel Wallace' 'John August'],Daniel Wallace,John August,none,125,69,0,70000000,$,66809693,207377,123218424,Big Fish,8.4,7.1,498733.0,219.0,"Richard D. Zanuck,Bruce Cohen,Dan Jinks"
154162,7.2,14A,2003-12-25,2003,12,3,['Adventure' 'Drama' 'Romance'],Adventure,Drama,Romance,"['1860s' 'cold mountain north carolina' 'year 1864' 'nonlinear timeline'
 'based on novel' 'trailer']",1860s,cold mountain north carolina,year 1864,['Jude Law' 'Nicole Kidman' 'Renée Zellweger'],Jude Law,Nicole Kidman,Renée Zellweger,['Anthony Minghella'],Anthony Minghella,none,none,['Charles Frazier' 'Anthony Minghella'],Charles Frazier,Anthony Minghella,none,154,101,20,79000000,$,95636509,14500000,173013509,Cold Mountain,7.6,6.7,210055.0,231.0,"Albert Berger,William Horberg,Sydney Pollack,Ron Yerxa"
127109,6.7,PG,2003-12-12,2003,12,4,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['clothed male naked female scene' 'female full frontal nudity'
 'embarrassing female nudity' 'playboy' 'mouth to mouth resuscitation'
 'trailer']",clothed male naked female scene,female full frontal nudity,embarrassing female nudity,['Jack Nicholson' 'Diane Keaton' 'Keanu Reeves'],Jack Nicholson,Diane Keaton,Keanu Reeves,['Nancy Meyers'],Nancy Meyers,none,none,['Nancy Meyers'],Nancy Meyers,none,none,128,13,8,80000000,$,124728738,16064723,265328738,Something's Gotta Give,7.4,6.6,208183.0,172.0,"Nancy Meyers,Bruce A. Block,Suzanne Farwell"
112150,6.3,14,2003-12-19,2003,12,4,['Action' 'Mystery' 'Sci-Fi'],Action,Mystery,Sci-Fi,"['time' 'pipe wrench' 'babe scientist' 'seeing the future'
 'evil corporation' 'trailer']",time,pipe wrench,babe scientist,['Ben Affleck' 'Aaron Eckhart' 'Uma Thurman'],Ben Affleck,Aaron Eckhart,Uma Thurman,['John Woo'],John Woo,none,none,['Philip K. Dick' 'Dean Georgaris'],Philip K. Dick,Dean Georgaris,none,119,2,3,60000000,$,53790451,13462374,117248958,Paycheck,6.2,4.7,164408.0,155.0,"John Woo,John Davis,Terence Chang,Michael Hackett"
88461,6.5,PG,2003-12-19,2003,12,4,['Drama'],Drama,none,none,"['year 1953' 'teacher student relationship' 'women&apos;s liberation'
 'reference to the atomic bomb' 'reference to california' 'trailer']",year 1953,teacher student relationship,women&apos;s liberation,['Julia Roberts' 'Kirsten Dunst' 'Julia Stiles'],Julia Roberts,Kirsten Dunst,Julia Stiles,['Mike Newell'],Mike Newell,none,none,['Lawrence Konner' 'Mark Rosenthal'],Lawrence Konner,Mark Rosenthal,none,117,6,0,65000000,$,63860942,11528498,141337989,Mona Lisa Smile,7.0,4.9,208328.0,151.0,"Elaine Goldsmith-Thomas,Deborah Schindler,Paul Schiff"
510652,7.6,14A,2003-11-14,2003,11,4,['Comedy' 'Drama' 'Romance'],Comedy,Drama,Romance,"['christmas' 'adultery' 'unrequited love' 'love at first sight' 'love'
 'trailer']",christmas,adultery,unrequited love,['Hugh Grant' 'Martine McCutcheon' 'Liam Neeson'],Hugh Grant,Martine McCutcheon,Liam Neeson,['Richard Curtis'],Richard Curtis,none,none,['Richard Curtis'],Richard Curtis,none,none,135,29,10,40000000,$,59696144,6886080,248065238,Love Actually,6.2,6.4,31626919.0,225.0,"Duncan Kenworthy,Tim Bevan,Eric Fellner"
233644,7.5,14A,2003-11-14,2003,11,4,['Action' 'Adventure' 'Drama'],Action,Adventure,Drama,['napoleonic wars' 'royal navy' '1800s' 'ship' 'naval battle' 'trailer'],napoleonic wars,royal navy,1800s,['Russell Crowe' 'Paul Bettany' 'Billy Boyd'],Russell Crowe,Paul Bettany,Billy Boyd,['Peter Weir'],Peter Weir,none,none,['Patrick O&apos;Brian' 'Peter Weir' 'John Collee'],Patrick O&apos;Brian,Peter Weir,John Collee,138,90,23,150000000,$,93927920,25105990,211622535,Master and Commander: The Far Side of the World,7.8,7.6,141444.0,224.0,"Samuel Goldwyn Jr.,Duncan Henderson,Peter Weir"
159142,7.3,18A,2004-01-30,2004,1,4,['Biography' 'Crime' 'Drama'],Biography,Crime,Drama,"['prostitute' 'female serial killer' 'borderline personality disorder'
 'lesbian' 'serial killer' 'trailer']",prostitute,female serial killer,borderline personality disorder,['Charlize Theron' 'Christina Ricci' 'Bruce Dern'],Charlize Theron,Christina Ricci,Bruce Dern,['Patty Jenkins'],Patty Jenkins,none,none,['Patty Jenkins'],Patty Jenkins,none,none,109,26,31,8000000,$,34469210,86831,58469210,Monster,7.8,7.2,85063.0,190.0,"Mark Damon,Clark Peterson,Charlize Theron,Donald Kushner,Brad Wyman"
150621,7.1,18A,2003-11-28,2003,11,4,['Comedy' 'Crime' 'Drama'],Comedy,Crime,Drama,"['christmas' 'christmas eve' 'reference to santa claus' 'drunken santa'
 'stripper' 'trailer']",christmas,christmas eve,reference to santa claus,['Billy Bob Thornton' 'Bernie Mac' 'Lauren Graham'],Billy Bob Thornton,Bernie Mac,Lauren Graham,['Terry Zwigoff'],Terry Zwigoff,none,none,['Glenn Ficarra' 'John Requa'],Glenn Ficarra,John Requa,none,92,12,1,23000000,$,60060328,12500000,76490720,Bad Santa,7.6,6.8,201187.0,220.0,"John Cameron,Sarah Aubrey,Bob Weinstein"
117682,5.8,14A,2003-11-21,2003,11,4,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,"['psychiatrist' 'female protagonist' 'rape' 'psychiatric hospital'
 'female full frontal nudity' 'trailer']",psychiatrist,female protagonist,rape,['Halle Berry' 'Penélope Cruz' 'Robert Downey Jr.'],Halle Berry,Penélope Cruz,Robert Downey Jr.,['Mathieu Kassovitz'],Mathieu Kassovitz,none,none,['Sebastian Gutierrez'],Sebastian Gutierrez,none,none,98,7,3,40000000,$,59694580,19288438,141591324,Gothika,6.2,4.1,397888.0,167.0,"Joel Silver,Robert Zemeckis,Susan Downey"
107355,5.9,G,2003-12-25,2003,12,3,['Comedy' 'Family'],Comedy,Family,none,"['child vomiting' 'child answering the telephone' 'flip phone'
 'telephone call' 'frog in pocket' 'trailer']",child vomiting,child answering the telephone,flip phone,['Steve Martin' 'Bonnie Hunt' 'Hilary Duff'],Steve Martin,Bonnie Hunt,Hilary Duff,['Shawn Levy'],Shawn Levy,none,none,['Frank B. Gilbreth Jr.' 'Ernestine Gilbreth Carey' 'Craig Titley'],Frank B. Gilbreth Jr.,Ernestine Gilbreth Carey,Craig Titley,98,7,2,40000000,$,138614544,27557647,190538630,Cheaper by the Dozen,6.8,4.6,723971.0,121.0,"Robert Simonds,Michael Barnathan,Ben Myron"
535207,6.7,14A,2003-11-05,2003,11,2,['Action' 'Sci-Fi'],Action,Sci-Fi,none,"['good versus evil' '2200s' 'human versus machine' 'one against many'
 'virtual reality simulation' 'trailer']",good versus evil,2200s,human versus machine,['Keanu Reeves' 'Laurence Fishburne' 'Carrie-Anne Moss'],Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,['Lana Wachowski' 'Lilly Wachowski'],Lana Wachowski,Lilly Wachowski,none,['Lilly Wachowski' 'Lana Wachowski'],Lilly Wachowski,Lana Wachowski,none,129,36,5,150000000,$,139313948,48475154,427344325,The Matrix Revolutions,7.0,5.3,793158.0,218.0,Joel Silver
294006,7.1,G,2003-11-07,2003,11,4,['Adventure' 'Comedy' 'Family'],Adventure,Comedy,Family,"['christmas' 'father son relationship' 'santa claus' 'christmas movie'
 'elf' 'trailer']",christmas,father son relationship,santa claus,['Will Ferrell' 'James Caan' 'Bob Newhart'],Will Ferrell,James Caan,Bob Newhart,['Jon Favreau'],Jon Favreau,none,none,['David Berenbaum'],David Berenbaum,none,none,97,7,2,33000000,$,178053220,32100000,227356156,Elf,7.8,7.1,910744.0,202.0,"Jon Berg,Todd Komarnicki,Shauna Robertson"
155832,5.5,14A,2003-10-24,2003,10,4,['Comedy'],Comedy,none,none,"['michael jackson character' 'horror spoof' 'spoof' 'white panties'
 'coming out of a television' 'trailer']",michael jackson character,horror spoof,spoof,['Anna Faris' 'Charlie Sheen' 'Regina Hall'],Anna Faris,Charlie Sheen,Regina Hall,['David Zucker'],David Zucker,none,none,['Craig Mazin' 'Pat Proft' 'Shawn Wayans'],Craig Mazin,Pat Proft,Shawn Wayans,84,4,2,48000000,$,110003217,49700000,220673217,Scary Movie 3,6.6,4.8,804570.0,129.0,Robert K. Weiss
120640,6.8,G,2003-11-01,2003,11,5,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,['bear' 'revenge' 'inuit' 'brotherhood' 'turned into an animal' 'trailer'],bear,revenge,inuit,['Joaquin Phoenix' 'Jeremy Suarez' 'Rick Moranis'],Joaquin Phoenix,Jeremy Suarez,Rick Moranis,['Aaron Blaise' 'Robert Walker'],Aaron Blaise,Robert Walker,none,['Tab Murphy' 'Lorne Cameron' 'David Hoselton'],Tab Murphy,Lorne Cameron,David Hoselton,85,22,2,128000000,$,85336277,291940,250397798,Brother Bear,7.4,5.5,189148.0,131.0,Igor Khait
103033,7.1,PG,2003-10-17,2003,10,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['voir dire' 'watching tv' 'french' 'french quarter new orleans'
 'strong female character' 'trailer']",voir dire,watching tv,french,['John Cusack' 'Rachel Weisz' 'Gene Hackman'],John Cusack,Rachel Weisz,Gene Hackman,['Gary Fleder'],Gary Fleder,none,none,['John Grisham' 'Brian Koppelman' 'David Levien'],John Grisham,Brian Koppelman,David Levien,127,3,1,60000000,$,49443628,11836705,80154140,Runaway Jury,7.4,6.6,62845.0,162.0,"Gary Fleder,Arnon Milchan,Christopher Mankiewicz"
1167801,8.2,16+,2003-10-10,2003,10,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['revenge' 'female protagonist' 'female warrior' 'original story'
 'female bare feet' 'trailer']",revenge,female protagonist,female warrior,['Uma Thurman' 'David Carradine' 'Daryl Hannah'],Uma Thurman,David Carradine,Daryl Hannah,['Quentin Tarantino'],Quentin Tarantino,none,none,['Quentin Tarantino' 'Uma Thurman'],Quentin Tarantino,Uma Thurman,none,111,103,30,30000000,$,70099045,22200000,180906076,Kill Bill: Vol. 1,6.8,7.7,32558003.0,238.0,Lawrence Bender
323242,7.2,PG,2003-10-03,2003,10,4,['Comedy' 'Music'],Comedy,Music,none,"['rock band' 'battle of the bands' 'teacher' 'student'
 'substitute teacher' 'trailer']",rock band,battle of the bands,teacher,['Jack Black' 'Mike White' 'Joan Cusack'],Jack Black,Mike White,Joan Cusack,['Richard Linklater'],Richard Linklater,none,none,['Mike White'],Mike White,none,none,109,23,8,35000000,$,81261177,19622714,131095990,School of Rock,6.4,7.7,32784354.0,202.0,Scott Rudin
281441,7.0,18A,2003-09-19,2003,9,4,['Action' 'Fantasy' 'Thriller'],Action,Fantasy,Thriller,"['vampire' 'latex catsuit' 'vampire bite' 'girls with guns' 'blood'
 'trailer']",vampire,latex catsuit,vampire bite,['Kate Beckinsale' 'Scott Speedman' 'Shane Brolly'],Kate Beckinsale,Scott Speedman,Shane Brolly,['Len Wiseman'],Len Wiseman,none,none,['Kevin Grevioux' 'Len Wiseman' 'Danny McBride'],Kevin Grevioux,Len Wiseman,Danny McBride,121,10,1,22000000,$,51970690,21753759,95708457,Underworld,7.8,4.7,496238.0,163.0,"Tom Rosenberg,Gary Lucchesi,Richard S. Wright"
243725,7.6,18A,2004-01-16,2004,1,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['sex in bed' 'heart donor' 'female nudity' 'bad heart'
 'suicide attempt by hanging' 'trailer']",sex in bed,heart donor,female nudity,['Sean Penn' 'Benicio Del Toro' 'Naomi Watts'],Sean Penn,Benicio Del Toro,Naomi Watts,['Alejandro G. Iñárritu'],Alejandro G. Iñárritu,none,none,['Guillermo Arriaga'],Guillermo Arriaga,none,none,124,79,30,20000000,$,16290476,274454,60466876,21 Grams,8.0,7.5,210685.0,180.0,"Robert Salerno,Alejandro González Iñárritu"
136521,7.3,14A,2003-09-12,2003,9,4,['Comedy' 'Crime' 'Drama'],Comedy,Crime,Drama,"['criminal' 'child' 'man wears a hospital gown' 'man wears eyeglasses'
 'crying man' 'trailer']",criminal,child,man wears a hospital gown,['Nicolas Cage' 'Alison Lohman' 'Sam Rockwell'],Nicolas Cage,Alison Lohman,Sam Rockwell,['Ridley Scott'],Ridley Scott,none,none,['Eric Garcia' 'Nicholas Griffin' 'Ted Griffin'],Eric Garcia,Nicholas Griffin,Ted Griffin,116,5,0,62000000,$,36906460,13087307,65565672,Matchstick Men,7.6,7.1,229764.0,184.0,"Jack Rapke,Steve Starkey,Sean Bailey,Ted Griffin,Ridley Scott"
113682,6.6,14,2003-09-26,2003,9,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,['jungle' 'bounty hunter' 'brazil' 'gold mine' 'buddy' 'trailer'],jungle,bounty hunter,brazil,['Dwayne Johnson' 'Seann William Scott' 'Christopher Walken'],Dwayne Johnson,Seann William Scott,Christopher Walken,['Peter Berg'],Peter Berg,none,none,['R.J. Stewart' 'James Vanderbilt'],R.J. Stewart,James Vanderbilt,none,104,3,2,85000000,$,47726342,18553765,80981914,The Rundown,7.2,6.4,186053.0,152.0,"Kevin Misher,Marc Abraham,Karen Glasser"
100751,6.3,PG,2003-10-10,2003,10,4,['Comedy' 'Crime' 'Romance'],Comedy,Crime,Romance,"['woman wears eyeglasses' 'strong female character' 'lake tahoe'
 'reference to henry viii' 'deception' 'trailer']",woman wears eyeglasses,strong female character,lake tahoe,['George Clooney' 'Catherine Zeta-Jones' 'Billy Bob Thornton'],George Clooney,Catherine Zeta-Jones,Billy Bob Thornton,['Joel Coen' 'Ethan Coen'],Joel Coen,Ethan Coen,none,['Robert Ramsey' 'Matthew Stone' 'John Romano'],Robert Ramsey,Matthew Stone,John Romano,100,3,0,60000000,$,35327628,12525075,120801243,Intolerable Cruelty,6.4,6.8,66748.0,187.0,"Brian Grazer,Ethan Coen"
478602,7.7,14A,2003-10-03,2003,10,4,['Comedy' 'Drama'],Comedy,Drama,none,"['older man younger woman relationship' 'loneliness' 'unlikely friendship'
 'american in tokyo' 'insomnia' 'trailer']",older man younger woman relationship,loneliness,unlikely friendship,['Bill Murray' 'Scarlett Johansson' 'Giovanni Ribisi'],Bill Murray,Scarlett Johansson,Giovanni Ribisi,['Sofia Coppola'],Sofia Coppola,none,none,['Sofia Coppola'],Sofia Coppola,none,none,102,133,97,4000000,$,44585453,925087,118686937,Lost in Translation,8.2,8.4,338118.0,235.0,"Sofia Coppola,Ross Katz"
167927,6.3,16+,2003-09-12,2003,9,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['mexico' 'bikini' 'outnumbered' 'mariachi' 'playing electric guitar'
 'trailer']",mexico,bikini,outnumbered,['Antonio Banderas' 'Salma Hayek' 'Johnny Depp'],Antonio Banderas,Salma Hayek,Johnny Depp,['Robert Rodriguez'],Robert Rodriguez,none,none,['Robert Rodriguez'],Robert Rodriguez,none,none,102,6,3,29000000,$,56359780,23424118,98769390,Once Upon a Time in Mexico,7.0,6.2,285621.0,168.0,"Robert Rodriguez,Elizabeth Avellan,Carlos Gallardo"
152608,6.0,14A,2003-08-08,2003,8,4,['Action' 'Adventure' 'Crime'],Action,Adventure,Crime,"['female police officer' 'swat team' 'police' 'crime boss'
 'police sergeant' 'trailer']",female police officer,swat team,police,['Samuel L. Jackson' 'Colin Farrell' 'Michelle Rodriguez'],Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,['Clark Johnson'],Clark Johnson,none,none,['Robert Hamner' 'Ron Mita' 'Jim McClain'],Robert Hamner,Ron Mita,Jim McClain,117,5,5,80000000,$,116934650,37062535,207725639,S.W.A.T.,6.6,5.4,273696.0,168.0,"Neal H. Moritz,Dan Halsted,Chris Lee"
149277,6.3,G,2003-08-06,2003,8,2,['Comedy' 'Family' 'Fantasy'],Comedy,Family,Fantasy,"['body swap' 'mother daughter relationship' 'pantyhose' 'speech'
 'eating french fries' 'trailer']",body swap,mother daughter relationship,pantyhose,['Jamie Lee Curtis' 'Lindsay Lohan' 'Mark Harmon'],Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,['Mark Waters'],Mark Waters,none,none,['Mary Rodgers' 'Heather Hach' 'Leslie Dixon'],Mary Rodgers,Heather Hach,Leslie Dixon,97,11,5,20000000,$,110230332,22203007,160846332,Freaky Friday,6.8,7.0,932637.0,157.0,Andrew Gunn
125872,5.7,18A,2003-08-15,2003,8,4,['Action' 'Horror'],Action,Horror,none,"['freddy krueger character' 'jason voorhees character'
 'mrs pamela voorhees character' 'masked murderer' 'serial child killer'
 'trailer']",freddy krueger character,jason voorhees character,mrs pamela voorhees character,['Robert Englund' 'Ken Kirzinger' 'Kelly Rowland'],Robert Englund,Ken Kirzinger,Kelly Rowland,['Ronny Yu'],Ronny Yu,none,none,['Wes Craven' 'Victor Miller' 'Damian Shannon'],Wes Craven,Victor Miller,Damian Shannon,97,11,2,30000000,$,82633448,36400000,116643421,Freddy vs. Jason,6.4,5.0,394219.0,166.0,Sean S. Cunningham
81650,6.9,PG,2004-01-16,2004,1,4,['Biography' 'Drama' 'Romance'],Biography,Drama,Romance,"['artist&apos;s model' 'painter' 'johannes vermeer' 'art studio'
 'master servant relationship' 'trailer']",artist&apos;s model,painter,johannes vermeer,['Scarlett Johansson' 'Colin Firth' 'Tom Wilkinson'],Scarlett Johansson,Colin Firth,Tom Wilkinson,['Peter Webber'],Peter Webber,none,none,['Tracy Chevalier' 'Olivia Hetreed'],Tracy Chevalier,Olivia Hetreed,none,100,46,17,12000000,$,11670971,89472,33030115,Girl with a Pearl Earring,7.2,6.9,62772.0,178.0,"Andy Paterson,Anand Tucker"
262947,6.6,18A,2003-07-18,2003,7,4,['Action' 'Comedy' 'Crime'],Action,Comedy,Crime,['cuba' 'police' 'miami florida' 'sequel' 'anti hero' 'trailer'],cuba,police,miami florida,['Will Smith' 'Martin Lawrence' 'Gabrielle Union'],Will Smith,Martin Lawrence,Gabrielle Union,['Michael Bay'],Michael Bay,none,none,['George Gallo' 'Marianne Wibberley' 'Cormac Wibberley'],George Gallo,Marianne Wibberley,Cormac Wibberley,147,13,5,130000000,$,138608444,46522560,273339556,Bad Boys II,7.8,4.3,502263.0,185.0,Jerry Bruckheimer
214579,6.3,18+,2003-08-01,2003,8,4,['Comedy'],Comedy,none,none,"['wedding' 'bachelor party' 'sex comedy' 'wedding ring' 'resort hotel'
 'trailer']",wedding,bachelor party,sex comedy,['Jason Biggs' 'Alyson Hannigan' 'Seann William Scott'],Jason Biggs,Alyson Hannigan,Seann William Scott,['Jesse Dylan'],Jesse Dylan,none,none,['Adam Herz'],Adam Herz,none,none,96,6,3,55000000,$,104565114,33369440,232722935,American Wedding,7.2,5.8,495023.0,155.0,"Warren Zide,Craig Perry,Chris Moore,Adam Herz,Chris Bender"
1184417,8.1,14,2003-07-09,2003,7,2,['Action' 'Adventure' 'Fantasy'],Action,Adventure,Fantasy,"['pirate' 'curse' 'undead' 'rum' 'captain jack sparrow character'
 'trailer']",pirate,curse,undead,['Johnny Depp' 'Geoffrey Rush' 'Orlando Bloom'],Johnny Depp,Geoffrey Rush,Orlando Bloom,['Gore Verbinski'],Gore Verbinski,none,none,['Ted Elliott' 'Terry Rossio' 'Stuart Beattie'],Ted Elliott,Terry Rossio,Stuart Beattie,143,104,38,140000000,$,305413918,46630690,654264015,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,7.1,33125722.0,220.0,Jerry Bruckheimer
414100,6.3,14A,2003-07-02,2003,7,2,['Action' 'Sci-Fi'],Action,Sci-Fi,none,"['time travel' 'skynet' 'humanoid cyborg' 'exploding truck'
 'nuclear launch' 'trailer']",time travel,skynet,humanoid cyborg,['Arnold Schwarzenegger' 'Nick Stahl' 'Kristanna Loken'],Arnold Schwarzenegger,Nick Stahl,Kristanna Loken,['Jonathan Mostow'],Jonathan Mostow,none,none,['John Brancato' 'Michael Ferris' 'Tedi Sarafian'],John Brancato,Michael Ferris,Tedi Sarafian,109,24,3,200000000,$,150371112,44041440,433371112,Terminator 3: Rise of the Machines,6.4,6.6,442203.0,207.0,"Mario Kassar,Andrew G. Vajna,Joel B. Michaels,Hal Lieberman,Colin Wilson"
291583,5.9,14A,2003-06-06,2003,6,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['car' 'fast and furious franchise' 'undercover agent' 'racing'
 'miami florida' 'trailer']",car,fast and furious franchise,undercover agent,['Paul Walker' 'Tyrese Gibson' 'Cole Hauser'],Paul Walker,Tyrese Gibson,Cole Hauser,['John Singleton'],John Singleton,none,none,['Gary Scott Thompson' 'Michael Brandt' 'Derek Haas'],Gary Scott Thompson,Michael Brandt,Derek Haas,107,13,4,76000000,$,127154901,50472480,236350661,2 Fast 2 Furious,6.2,4.8,32791717.0,161.0,Neal H. Moritz
276008,5.6,PG,2003-06-20,2003,6,4,['Action' 'Sci-Fi'],Action,Sci-Fi,none,['muscle growth' 'genetic' 'radiation' 'monster' 'scientist' 'trailer'],muscle growth,genetic,radiation,['Eric Bana' 'Jennifer Connelly' 'Sam Elliott'],Eric Bana,Jennifer Connelly,Sam Elliott,['Ang Lee'],Ang Lee,none,none,['Stan Lee' 'Jack Kirby' 'James Schamus'],Stan Lee,Jack Kirby,James Schamus,138,14,3,137000000,$,132177234,62128420,245285165,Hulk,5.2,6.3,429482.0,239.0,"James Schamus,Gale Anne Hurd,Avi Arad,Larry J. Franco"
131771,4.9,PG,2003-06-27,2003,6,4,['Action' 'Adventure' 'Comedy'],Action,Adventure,Comedy,['2000s' 'ensemble cast' 'violence' 'cult film' 'exploding car' 'trailer'],2000s,ensemble cast,violence,['Drew Barrymore' 'Lucy Liu' 'Cameron Diaz'],Drew Barrymore,Lucy Liu,Cameron Diaz,['McG'],McG,none,none,['Ivan Goff' 'Ben Roberts' 'John August'],Ivan Goff,Ben Roberts,John August,106,21,9,120000000,$,100830111,37634221,259175788,Charlie's Angels: Full Throttle,5.8,5.1,463245.0,186.0,"Leonard Goldberg,Drew Barrymore,Nancy Juvonen"
1091844,8.2,G,2003-05-30,2003,5,4,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,"['pufferfish' 'nemo the clownfish character' 'blood' 'shark'
 'short term memory loss' 'trailer']",pufferfish,nemo the clownfish character,blood,['Albert Brooks' 'Ellen DeGeneres' 'Alexander Gould'],Albert Brooks,Ellen DeGeneres,Alexander Gould,['Andrew Stanton' 'Lee Unkrich'],Andrew Stanton,Lee Unkrich,none,['Andrew Stanton' 'Bob Peterson' 'David Reynolds'],Andrew Stanton,Bob Peterson,David Reynolds,100,63,49,94000000,$,380843261,70251710,941637960,Finding Nemo,7.6,8.7,33356856.0,270.0,Graham Walters
620154,7.2,14A,2003-05-15,2003,5,3,['Action' 'Sci-Fi'],Action,Sci-Fi,none,"['oracle' 'prophecy' 'stylized violence' 'chosen one' 'alternate reality'
 'trailer']",oracle,prophecy,stylized violence,['Keanu Reeves' 'Laurence Fishburne' 'Carrie-Anne Moss'],Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,['Lana Wachowski' 'Lilly Wachowski'],Lana Wachowski,Lilly Wachowski,none,['Lilly Wachowski' 'Lana Wachowski'],Lilly Wachowski,Lana Wachowski,none,138,34,8,150000000,$,281576461,91774413,741847937,The Matrix Reloaded,7.4,6.8,943795.0,244.0,Joel Silver
476269,7.9,14A,2003-10-15,2003,10,2,['Crime' 'Drama' 'Mystery'],Crime,Drama,Mystery,"['childhood friend' 'sexual abuse' 'tragic event' 'kidnapping'
 'missing person' 'trailer']",childhood friend,sexual abuse,tragic event,['Sean Penn' 'Tim Robbins' 'Kevin Bacon'],Sean Penn,Tim Robbins,Kevin Bacon,['Clint Eastwood'],Clint Eastwood,none,none,['Brian Helgeland' 'Dennis Lehane'],Brian Helgeland,Dennis Lehane,none,138,144,56,25000000,$,90135191,640815,156595191,Mystic River,8.2,7.8,204002.0,204.0,"Clint Eastwood,Robert Lorenz,Judie Hoyt"
424901,6.8,PG,2003-05-23,2003,5,4,['Comedy' 'Fantasy'],Comedy,Fantasy,none,"['supernatural power' 'divine intervention' 'catchphrase' 'magic'
 'reference to god' 'trailer']",supernatural power,divine intervention,catchphrase,['Jim Carrey' 'Jennifer Aniston' 'Morgan Freeman'],Jim Carrey,Jennifer Aniston,Morgan Freeman,['Tom Shadyac'],Tom Shadyac,none,none,['Steve Koren' 'Mark O&apos;Keefe' 'Steve Oedekerk'],Steve Koren,Mark O&apos;Keefe,Steve Oedekerk,101,9,7,81000000,$,242829261,67953330,484592874,Bruce Almighty,6.6,5.7,33024215.0,190.0,"Tom Shadyac,Jim Carrey,James D. Brubaker,Michael Bostick,Steve Koren,Mark O'Keefe"
156152,8.0,18A,2003-05-21,2003,5,2,['Crime' 'Drama'],Crime,Drama,none,"['rape' 'wanted poster' 'gangster' 'experimental film'
 'missing person poster' 'trailer']",rape,wanted poster,gangster,['Nicole Kidman' 'Paul Bettany' 'Lauren Bacall'],Nicole Kidman,Paul Bettany,Lauren Bacall,['Lars von Trier'],Lars von Trier,none,none,['Lars von Trier'],Lars von Trier,none,none,178,33,21,10000000,$,1535286,88855,16690617,Dogville,8.4,7.0,55447.0,167.0,Vibeke Windeløv
128930,6.1,18A,2003-05-30,2003,5,4,['Horror' 'Thriller'],Horror,Thriller,none,"['west virginia' 'wrong turn' 'bound and gagged' 'flat tire' 'hillbilly'
 'trailer']",west virginia,wrong turn,bound and gagged,['Eliza Dushku' 'Jeremy Sisto' 'Emmanuelle Chriqui'],Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui,['Rob Schmidt'],Rob Schmidt,none,none,['Alan B. McElroy'],Alan B. McElroy,none,none,84,3,0,12600000,$,15418790,5161498,28650575,Wrong Turn,6.6,4.5,143538.0,82.0,"Erik Feig,Robert Kulzer,Stan Winston,Brian J. Gilbert"
95937,7.1,14A,2003-11-14,2003,11,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,['violence' 'gay kiss' 'blonde' 'teenager' 'mass murder' 'trailer'],violence,gay kiss,blonde,['Elias McConnell' 'Alex Frost' 'Eric Deulen'],Elias McConnell,Alex Frost,Eric Deulen,['Gus Van Sant'],Gus Van Sant,none,none,['Gus Van Sant'],Gus Van Sant,none,none,81,13,8,3000000,$,1266955,93356,10012022,Elephant,7.6,7.1,59262.0,164.0,Dany Wolf
