Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
Filth,11410382.25,18861549.22,46245.51,0.0,0.0,0.0,8373952.37,0.0,11071497.61,0.0,533362.78,0.0,0.0,0.0,57731.96,0.0,1336229.18,0.0,0.0,0.0,1662567.02,0.0,8455756.56,0.0,0.0
Final Destination 2,164249794.78,29259002.0,84817176.2,0.0,0.0,4934496.37,16849123.21,0.0,8205365.62,0.0,6424671.79,0.0,6105412.73,0.0,6534382.21,689869.47,3309603.11,0.0,1069281.06,0.0,3395422.3,0.0,2189256.06,0.0,0.0
Final Destination 3,196507504.58,33263558.6,89415835.51,0.0,0.0,6402521.83,26230361.35,0.0,9200726.75,3498569.36,8341872.41,1785619.23,4573685.59,1607549.69,3678405.79,0.0,0.0,1654535.19,3749886.5,1246701.65,2994634.3,1704953.65,4482731.04,0.0,87232.34
Final Destination 5,225110025.91,25708459.15,60719795.65,0.0,0.0,3385969.67,12566295.74,6254629.09,13244145.24,3232225.59,10958603.49,1560787.57,3661459.46,2488242.18,6399781.53,587901.1,1346749.5,843825.17,2854893.7,1465914.59,3583588.68,11311958.36,27457207.63,288780.74,288780.74
Finch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finding Dory,1265868570.32,27528446.29,598082201.35,54579539.18,46799531.75,0.0,69276180.13,0.0,18519824.39,0.0,43423625.15,0.0,21440881.82,0.0,24644420.36,0.0,6448522.62,0.0,26702096.5,0.0,8540196.16,0.0,21347620.48,0.0,1676353.74
Finding Nemo,1700702898.55,67971589.36,687845292.34,0.0,0.0,0.0,124604611.05,0.0,16511996.29,0.0,100671813.02,0.0,51947725.33,0.0,54082025.04,0.0,44834251.48,0.0,0.0,0.0,22607966.68,0.0,5951636.81,0.0,173245.8
Finding Neverland,204547555.99,386690.17,90622267.72,0.0,0.0,2508179.99,11625824.04,0.0,6078612.9,1692219.26,7063174.99,3714551.82,14133860.24,2761088.17,12954648.46,2423066.56,15863755.33,838123.29,2409520.72,0.0,11011954.89,307550.93,891526.32,0.0,0.0
First Man,122550592.94,213349.32,52093771.61,0.0,0.0,0.0,11703762.1,0.0,288529.41,0.0,3007556.9,0.0,3922306.45,0.0,2683908.44,0.0,809503.7,0.0,290093.27,0.0,192325.89,0.0,362047.09,0.0,0.0
Flags of Our Fathers,108923070.53,16933738.03,55539607.61,0.0,0.0,316285.62,2273258.87,0.0,6446105.77,0.0,690429.17,966286.13,2500842.76,1177544.85,4828992.7,2617637.94,21652303.98,0.0,2196801.44,913206.58,2348433.68,0.0,0.0,0.0,0.0
Flatliners,73421398.09,11981938.67,73421398.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flight,223930800.82,34468206.86,129802897.61,0.0,0.0,3044528.27,10430357.25,2779933.35,6537901.3,2267798.66,8783700.32,2470982.04,6124713.02,1845762.36,5881447.76,2332506.05,12784145.9,0.0,0.0,2519601.87,8032232.98,1181374.4,2680597.96,0.0,0.0
Flightplan,380301923.28,41930820.75,152720671.65,0.0,0.0,5465171.04,18806376.25,0.0,8448375.14,6209192.17,24732911.76,3897795.4,10445264.43,4798658.28,16915967.34,8814343.77,43916725.94,2704602.63,8257942.68,2709071.52,9670179.0,1195034.8,3153825.34,0.0,0.0
Flipped,6351139.57,34551424.78,2577588.0,0.0,0.0,2135101.17,5934200.82,9005.05,9005.05,724085.51,1659688.34,162775.21,162775.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773872.68,0.0,0.0,0.0,0.0
Flushed Away,294672244.41,31097209.22,106882502.85,0.0,0.0,10170705.35,36488039.54,0.0,16963370.29,2231296.37,9238112.51,1098355.27,15095507.01,3373500.03,13627394.85,0.0,0.0,1087820.02,3201050.18,1723961.4,12211676.31,4019758.5,9747559.82,0.0,0.0
Focus,201622879.59,23669772.52,68231990.02,0.0,0.0,3737842.01,13900161.69,2689031.12,6759162.13,1588451.14,3904958.12,2535849.48,7195705.03,1755778.8,5876167.64,854547.9,4632593.39,0.0,626042.84,2562801.28,8456921.59,4818475.43,13027092.35,221432.68,497902.71
Fool's Gold,173294337.59,33635418.16,109417673.51,0.0,2929823.16,3035945.67,7406528.8,436115.59,707242.42,1435193.35,4306228.17,804320.93,1579068.53,1579345.85,4611365.44,37668.54,37668.54,395307.75,633640.93,2746814.96,7705284.63,2777201.56,6257619.75,0.0,108306.78
Footloose,114117939.88,8802731.84,114111345.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ford v Ferrari,253811477.08,35425342.52,132387250.07,1238059.69,1238059.69,2711823.44,9083108.21,2903358.02,10994811.94,1163233.61,4469215.4,1560826.35,3699152.4,984898.99,2901362.5,1990241.73,9599713.38,3380096.54,11440445.89,1970534.07,8434983.96,0.0,10884039.36,633049.18,2329113.3
Forgetting Sarah Marshall,164884766.0,27615486.59,98420638.98,0.0,0.0,6631608.27,23595770.18,532433.81,1246378.61,2057920.72,7049104.59,114004.27,236108.4,955872.21,3961841.03,0.0,0.0,0.0,0.0,2659257.19,10058275.03,1318433.04,2871313.7,0.0,0.0
Four Brothers,157261699.04,36052297.26,126821697.09,0.0,0.0,2378448.8,7578164.56,0.0,3219867.83,936062.39,2433742.12,400257.33,823034.45,756213.96,2094527.23,0.0,230075.32,595425.96,949572.9,487181.86,1476870.9,170047.53,210287.94,0.0,0.0
Four Lions,9030536.6,25279903.26,447338.87,0.0,0.0,0.0,5441754.47,0.0,4166977.63,0.0,1589734.74,0.0,77664.87,0.0,303377.04,0.0,0.0,0.0,1738507.48,0.0,4417612.28,0.0,1039160.89,0.0,0.0
Foxcatcher,24330236.04,343138.88,15323230.94,0.0,0.0,1685584.54,3227889.78,599857.44,1322192.54,0.0,0.0,248341.41,386337.01,196147.95,472168.28,0.0,0.0,0.0,212249.86,184809.09,440254.54,294431.57,424737.87,67043.81,70345.01
Fracture,147651544.41,17940617.99,62607650.61,0.0,0.0,2734325.09,10726470.84,3638914.16,13329723.51,1913904.49,7280798.63,1307965.73,5650352.7,1413423.83,4020044.78,0.0,0.0,0.0,0.0,1038273.95,4091062.67,208751.45,569670.79,0.0,0.0
Fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frances Ha,12121612.37,184651.42,5469505.82,0.0,0.0,311506.38,1512456.93,508099.84,977619.87,139530.77,1158570.15,0.0,0.0,42751.32,233918.05,0.0,0.0,133937.39,666333.9,132507.47,527536.9,43649.06,78585.51,0.0,0.0
Frank,100208118.85,11234672.52,24888926.87,0.0,9864085.27,1740310.39,2963346.05,1666920.81,2898303.11,1499462.3,3223256.87,789877.07,1240613.57,301323.01,1114637.72,0.0,0.0,1685014.1,2056425.61,217316.5,415221.88,8205120.97,14873768.43,0.0,0.0
Frankenweenie,116618493.57,364056.28,48851091.66,0.0,0.0,0.0,9130388.62,0.0,6423869.49,0.0,564270.48,0.0,1640879.14,0.0,4044073.86,0.0,0.0,0.0,0.0,0.0,821191.21,0.0,1975902.49,0.0,0.0
Freaky Friday,290506367.28,66939060.85,199088241.03,0.0,0.0,0.0,21641682.72,0.0,7583938.74,0.0,10951946.07,0.0,0.0,0.0,5444753.5,0.0,30551735.15,0.0,0.0,0.0,10676454.5,0.0,1906986.16,0.0,0.0
Freddy vs. Jason,210670993.12,66939060.85,149245198.79,0.0,365771.84,0.0,8035215.5,0.0,7583938.74,0.0,3027542.72,0.0,3803404.76,0.0,6442389.74,0.0,30551735.15,0.0,0.0,0.0,10676454.5,0.0,1906986.16,0.0,0.0
Free Guy,351716567.82,30092869.83,129033657.82,25323987.48,100564025.46,3645028.55,24570899.13,1050683.53,5676204.35,968300.4,5265416.44,216424.66,1090732.51,629600.65,3827550.03,1276996.84,4881959.44,985894.37,2848598.19,942551.3,6700047.11,3163650.48,11856259.82,190777.4,336196.03
Freedom Writers,69155104.82,15093198.0,58741245.24,0.0,0.0,727909.28,1562557.22,0.0,2790111.11,515385.17,1089606.91,0.0,0.0,0.0,119991.92,0.0,370778.66,0.0,0.0,582060.72,1700661.47,0.0,0.0,0.0,0.0
Frida,104731745.58,383213.24,48153724.99,0.0,0.0,0.0,0.0,0.0,4888748.1,0.0,11177557.61,0.0,3188435.14,0.0,4168533.19,0.0,0.0,0.0,0.0,0.0,1699044.24,0.0,0.0,0.0,0.0
Friday the 13th,138415806.07,61366317.23,98321386.03,0.0,0.0,2601994.66,4910015.99,791235.69,1478036.13,1235564.97,2707591.57,1256054.51,2440605.87,1436554.86,2768394.66,0.0,1265205.68,914054.95,1647934.74,616103.51,1197255.61,2526632.9,4674235.02,0.0,0.0
Friday the 13th,60370420.59,21328306.2,60132400.99,0.0,0.0,0.0,238019.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friends with Benefits,213211483.85,26550733.1,79561384.03,0.0,0.0,4411167.31,14571454.48,2527687.28,7055945.2,3683420.46,15606325.91,2024268.22,6250090.89,2823954.69,7253839.39,87196.68,741827.67,358233.83,694736.21,3690150.05,10173270.15,4778303.59,13518896.49,229730.0,529885.46
Fright Night,58459913.32,10998872.68,26095141.19,0.0,0.0,1573921.68,4181060.91,1271834.32,2151577.26,537434.86,1212688.05,460821.6,1118940.0,762372.88,1551209.31,909644.0,2289841.85,0.0,0.0,757550.96,1791388.71,2043102.52,4948535.16,0.0,0.0
From Paris with Love,77603923.95,23595741.8,35358513.28,0.0,0.0,0.0,3831705.51,0.0,1513680.85,0.0,2268623.19,0.0,1830430.35,0.0,2723823.11,0.0,0.0,0.0,1439663.81,0.0,0.0,0.0,858466.63,0.0,0.0
Frost/Nixon,41484792.51,273337.06,28167492.75,0.0,0.0,1288723.42,4217978.97,302360.64,591346.95,458618.72,1159819.01,559317.87,1330424.01,259487.79,664084.37,88468.35,273214.54,76116.54,165669.41,298246.39,2022536.66,14457.33,45725.59,0.0,0.0
Frozen,1793176297.09,11571712.69,538847316.14,0.0,64830526.14,0.0,148520374.63,0.0,2985252.2,0.0,64893538.35,0.0,35508802.68,0.0,30228502.81,0.0,0.0,0.0,2118118.38,0.0,427678.54,0.0,15319981.49,0.0,0.0
Frozen,1959452155.59,12644722.9,588813011.23,0.0,70842066.34,0.0,162292223.41,0.0,3262065.69,0.0,70910921.48,0.0,38801427.43,0.0,33031501.19,0.0,0.0,0.0,2314525.15,0.0,467335.89,0.0,16740557.41,0.0,0.0
Frozen II,1636133559.19,146612557.05,537288167.7,59515193.97,137671785.18,21798644.16,78543592.91,16086276.14,60743421.22,17228723.86,68233165.74,9053374.52,25279253.14,6617934.4,26096678.68,20119670.9,138002380.89,35982565.05,102580620.86,7404154.08,28746921.03,0.0,36876745.79,3519567.34,8215777.62
Fruitvale Station,23365101.71,519142.8,21638853.21,0.0,0.0,68179.57,194975.39,202842.67,332982.16,52114.39,123245.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fun with Dick and Jane,348457231.89,24486971.47,187834099.21,0.0,0.0,5873225.52,20855463.84,0.0,6863891.75,4380218.96,11806759.73,3626888.93,9949199.27,2621348.54,7614150.59,0.0,2363579.75,2264120.21,5570326.93,2991304.27,14736517.65,1714954.46,5271762.73,0.0,447760.32
Funny Games,12382221.8,14678185.92,2017441.61,0.0,0.0,0.0,627354.53,0.0,900422.59,0.0,215505.84,0.0,3271739.36,0.0,1368021.59,0.0,10495571.56,0.0,20221616.27,0.0,1020258.33,0.0,0.0,0.0,10467.98
Funny People,108279090.91,34271925.22,78435408.25,0.0,0.0,2462969.51,8433804.01,387785.65,387785.65,784478.95,1360370.26,221438.6,296591.62,548005.21,1483544.98,0.0,0.0,0.0,0.0,2338599.85,8965128.37,585813.9,1472516.69,0.0,0.0
Furious 7,1919589147.34,16492948.69,447178731.46,0.0,495193092.52,0.0,75914875.83,0.0,6065.3,0.0,54168461.86,0.0,26345056.65,0.0,18834910.15,0.0,0.0,0.0,0.0,0.0,4909343.38,0.0,519715.23,0.0,0.0
Fury,276380574.77,33203142.53,111972902.44,0.0,25025549.67,0.0,16625709.57,0.0,21809891.79,0.0,4687807.36,0.0,5817185.11,0.0,6686361.07,0.0,0.0,0.0,14417502.3,0.0,15899000.49,0.0,19494879.7,0.0,2069472.04
G.I. Joe: Retaliation,504964087.84,54431051.23,164660747.18,0.0,72356457.86,5644319.78,15515358.71,4287617.38,9547997.72,5852614.72,14841570.1,2249218.77,4780978.49,2333036.15,6454136.91,2861959.97,13376206.69,7116156.84,17313341.42,5414151.25,14586106.38,11879585.12,20165841.57,0.0,5677134.18
G.I. Joe: The Rise of Cobra,457511527.2,82758391.2,227193242.53,0.0,0.0,4310988.11,15599496.65,2057336.81,11178581.09,2682948.46,5943813.59,2497604.79,6083623.77,3954441.97,9833397.23,2805261.0,13420422.08,6726442.64,24111117.35,3545419.56,10313658.08,7090054.09,13809649.23,0.0,0.0
Game Night,136525655.82,12835000.29,80300863.21,7002753.87,0.0,0.0,7883063.71,0.0,0.0,0.0,4057459.26,0.0,1247593.37,0.0,1737110.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gamer,61756830.08,13849357.74,31060889.33,0.0,0.0,1578549.22,2848871.99,1933659.91,3448347.6,761588.93,1778794.93,1014486.37,1926550.74,1395152.26,3100728.77,122598.42,158058.06,1586296.71,2996260.25,0.0,0.0,1386173.53,3385697.65,0.0,0.0
Gangs of New York,360473937.34,16928680.6,144753241.21,0.0,0.0,7846709.48,30431777.57,0.0,24072464.76,0.0,12276214.1,0.0,14824733.95,0.0,13998517.6,0.0,44207480.25,0.0,0.0,0.0,8275272.98,0.0,2697427.13,0.0,0.0
Gangster Squad,141381216.66,22941118.93,61821367.01,0.0,0.0,4533822.86,11032679.93,3035650.41,7730185.51,1038531.54,3477876.85,1240691.51,2272080.13,1260648.66,2826082.78,0.0,3556306.46,0.0,0.0,3217425.85,10048628.07,3009524.68,5666388.23,0.0,209977.53
Garden State,62819908.46,352656.37,46962953.22,0.0,0.0,430729.47,3570709.97,0.0,3568039.38,198004.15,1911325.1,29651.79,29651.79,345687.94,1021154.25,0.0,0.0,0.0,0.0,0.0,2501723.58,0.0,0.0,0.0,0.0
Garfield,356264063.03,38099497.41,132161030.53,0.0,4560383.52,3661578.4,30524659.88,0.0,13977694.74,0.0,15601201.12,1827970.44,9612532.56,0.0,17791389.8,0.0,2462539.73,0.0,2887387.95,0.0,13081446.24,1309900.58,3467333.77,0.0,338068.95
Gemini Man,195241468.52,23131875.75,54639817.33,23157887.39,37562305.58,2446186.48,6795308.96,2651292.45,9084771.71,2830435.18,7595215.95,1192423.69,2872158.92,1393212.21,4066850.51,1448296.86,5751689.92,1371941.21,3135343.4,1157150.24,2366557.85,3084920.6,7299293.8,448954.21,688839.53
Geostorm,264960395.65,16367323.79,40239753.44,39999055.19,78409850.07,2560542.46,6806098.09,1969883.0,4059777.81,1456190.96,3582156.89,991704.61,2149294.13,1191283.29,3104535.97,2610493.25,13253980.49,5544406.31,8955392.22,1436614.47,2865725.51,6194454.35,12059928.19,0.0,0.0
Gerald's Game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Get Hard,141639403.42,42820949.55,114530523.68,0.0,0.0,2712681.72,10046615.44,0.0,0.0,114831.44,278802.16,105915.91,122183.77,52909.19,117700.68,0.0,0.0,0.0,0.0,1740485.09,5766110.66,0.0,0.0,0.0,0.0
Get Him to the Greek,134694286.67,25803539.8,89543072.2,0.0,0.0,3472298.04,16009458.18,176995.03,176995.03,2184255.93,7540331.74,300147.73,483548.5,393102.98,1066936.74,0.0,0.0,0.0,0.0,3056749.99,12383265.15,1082028.86,2627206.81,0.0,0.0
Get Out,305373092.04,55651493.9,210388032.48,0.0,0.0,0.0,15221161.35,0.0,29715850.54,0.0,6043677.79,0.0,1501291.5,0.0,5637579.41,0.0,0.0,0.0,1647315.74,0.0,16460751.22,0.0,15973687.74,0.0,0.0
Get Smart,359400419.26,60267601.4,203033079.82,0.0,0.0,4452175.44,14046464.41,2030960.09,5608889.91,3430231.39,8951924.98,1298807.33,4996306.47,2294633.61,8215317.98,852457.45,2634133.41,965427.23,1778717.38,6320881.02,21986503.57,1312138.85,3600990.85,0.0,556398.46
Get the Gringo,9645323.11,0.0,0.0,0.0,0.0,268264.48,514875.48,0.0,0.0,0.0,0.0,309646.05,690172.93,259123.82,468454.25,0.0,0.0,0.0,0.0,361433.66,613421.97,450033.06,917547.56,0.0,0.0
Ghost Rider,367057972.12,72835757.39,185829171.47,0.0,6033686.58,5775998.01,14744837.09,0.0,12155259.73,3808013.31,10034227.76,2827008.12,6457624.35,5009198.66,11941140.54,1866079.42,7074850.61,0.0,4185602.34,3122688.12,9153192.57,5888548.91,12465613.16,0.0,6271828.23
Ghost Rider: Spirit of Vengeance,183499481.94,30612794.39,71667327.19,0.0,0.0,2936785.04,6368961.09,2906914.66,5892510.56,2999226.45,6513792.09,2390883.35,5165419.57,1569391.76,3119744.77,497533.8,658021.87,643025.08,755100.96,1214079.69,2251874.43,11323093.97,18390337.37,0.0,0.0
Ghost Ship,127150918.18,21399755.36,56019963.84,0.0,0.0,2384060.51,6086100.65,0.0,3627103.76,0.0,6450859.77,0.0,4059438.08,0.0,11620772.79,2055311.11,7209073.05,75900.02,274030.69,0.0,2090905.99,0.0,0.0,0.0,0.0
Ghost in the Shell,202806134.74,14927965.39,48435008.39,15477709.46,35019102.47,0.0,8582881.34,0.0,4586045.61,0.0,8005471.08,0.0,2836308.84,0.0,3777115.78,0.0,1729222.95,0.0,3852447.34,0.0,3754877.75,0.0,6665753.96,0.0,826911.07
Ghostbusters,281822532.65,56597264.09,157855016.57,0.0,0.0,4360982.68,17424848.01,1993185.24,4442255.21,1701239.01,4470767.37,1111171.36,3308899.38,1013157.79,4484070.92,2900265.18,14667981.2,2254840.91,4542960.97,4344843.05,11442022.05,3093077.43,5990483.15,233724.0,346528.03
Ghostbusters,364754511.47,5583615.05,299571196.6,0.0,0.0,0.0,198855.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghostbusters: Afterlife,216778423.31,46688517.93,137238634.02,0.0,0.0,6155193.27,16527878.86,2138807.29,5269768.26,1209096.06,3211038.76,1242913.31,2956293.33,1336926.02,3946493.89,902066.3,2538829.18,433736.23,952540.73,1735432.95,8087932.41,578102.45,4089097.95,0.0,0.0
Ghosts of Girlfriends Past,154838992.54,23311176.71,83570621.63,0.0,0.0,2204023.23,10375037.46,819923.46,1963341.46,2428595.91,10524423.85,689753.02,4271225.15,2013506.5,3961762.91,0.0,0.0,0.0,0.0,2090560.85,7907029.51,0.0,3724672.03,0.0,0.0
Gifted,51426941.65,18354100.24,29613944.15,6155352.72,0.0,0.0,1051019.16,0.0,7283719.01,0.0,469409.42,0.0,732805.42,0.0,763081.81,0.0,3223941.2,0.0,3582156.89,0.0,4813433.77,0.0,15164464.17,0.0,0.0
Girl with a Pearl Earring,57918506.59,156889.69,20465118.29,0.0,0.0,1214809.71,10445879.3,0.0,4384931.21,0.0,5802944.21,1060545.01,4673135.72,0.0,2879335.85,0.0,0.0,0.0,0.0,0.0,3693877.99,0.0,0.0,0.0,0.0
Glass,277999594.46,45390554.76,124986029.07,0.0,0.0,4830958.44,16075500.52,3966863.68,11979437.43,3111011.02,10987281.16,2386183.35,5011347.11,2326129.58,7069392.87,344070.29,1439902.81,2504842.37,4273457.91,2717780.76,8183214.39,5879954.03,11982415.53,164054.16,258142.2
Glass Onion: A Knives Out Mystery,13678400.0,9682000.0,13678400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gods of Egypt,185318456.65,17370619.18,38314831.19,24321762.96,43781695.55,843950.52,1585068.82,1683931.0,4234459.41,893921.52,1693968.0,907776.05,1426424.93,789255.56,2768621.94,1959546.96,6127764.13,3857658.03,8028903.15,790538.32,2301098.92,5267880.6,13969404.23,0.0,0.0
Godzilla,684974696.98,118504276.03,261836753.47,0.0,101289542.26,0.0,37739272.62,0.0,38686674.95,0.0,17166281.01,0.0,9194433.92,0.0,4532715.5,0.0,13025810.34,0.0,43992908.27,0.0,27558552.82,0.0,29428361.94,0.0,12111769.76
Godzilla,494527687.1,57472050.31,177859235.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godzilla vs. Kong,498746164.12,33551992.63,107061884.12,73414280.0,200191830.0,0.0,3828645.94,0.0,0.0,1637027.05,4047126.62,58327.22,157957.4,0.0,8062840.0,4434957.72,17339581.94,2606662.07,6365400.0,6222137.12,22703260.0,0.0,12518620.0,0.0,9442010.0
Godzilla: King of the Monsters,435909717.43,53772638.68,124368878.83,74459767.48,152393892.87,4987325.38,9904477.53,2629735.58,6415400.22,1915474.18,5289891.41,0.0,2926322.91,586184.12,1913364.98,7035911.23,28587923.77,1625459.82,2926322.91,2071300.88,4839687.88,2683576.54,5064789.65,2926322.91,4839687.88
Going in Style,101755394.59,14247826.04,53754492.27,0.0,0.0,841128.65,4656803.96,1150969.7,3462751.66,1184593.01,5015019.65,372584.91,703296.8,679415.76,1791078.44,0.0,729565.95,0.0,0.0,1145096.15,4122737.8,1016138.5,1791078.44,0.0,0.0
Gone Baby Gone,55542810.16,3689220.1,32575890.54,0.0,0.0,1109601.55,5817064.05,0.0,4463227.79,333000.66,680660.31,66848.86,184706.53,524584.95,1444983.59,0.0,0.0,0.0,0.0,431017.73,2103145.91,25927.24,73818.1,0.0,0.0
Gone Girl,481892353.62,428205.68,218898129.33,0.0,0.0,0.0,45201467.48,0.0,455958.21,0.0,15505182.1,0.0,11047406.25,0.0,7961495.02,0.0,0.0,0.0,0.0,0.0,674614.71,0.0,0.0,0.0,0.0
Good Bye Lenin!,143255247.14,104696.66,7340397.28,0.0,0.0,395383.03,3640896.29,0.0,15622459.42,0.0,74866520.14,0.0,3145745.48,0.0,5262702.91,0.0,0.0,0.0,0.0,0.0,1597265.17,0.0,196770.4,0.0,0.0
Good Luck Chuck,95910888.78,21907453.91,56192481.98,0.0,0.0,4414451.13,13086637.76,0.0,2413561.93,142244.39,366360.9,0.0,0.0,0.0,0.0,46133.71,249251.03,5656.59,13707.4,1267458.12,4295574.48,1369162.81,3385765.3,0.0,0.0
Good Time,3920514.29,149377.14,2419745.78,0.0,0.0,53731.16,53731.16,488723.22,841957.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7934.48,25041.66,16532.85,143911.96,84528.16,151122.84,0.0,0.0
Goon,9669092.3,1706566.57,5770217.65,0.0,0.0,1555689.23,3898874.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goosebumps,200480836.96,13697408.81,101443428.22,11846736.26,0.0,0.0,16578024.97,0.0,4608830.05,0.0,3151558.02,0.0,1402966.87,0.0,4037320.39,0.0,125696.53,0.0,971852.07,0.0,3098584.22,0.0,11142398.16,0.0,0.0
Gothika,255729681.01,34837064.57,107815051.59,0.0,0.0,4627856.61,17380939.89,0.0,18913685.35,0.0,14853823.63,2372032.71,9771287.54,0.0,14482492.58,1534381.8,3827306.84,0.0,0.0,0.0,5841633.8,525081.69,1895746.73,0.0,0.0
Gran Torino,408336041.81,411000.88,224007432.1,0.0,0.0,726456.0,20782699.97,8295169.11,42169839.86,1465769.02,9637690.81,3300950.27,19654388.2,4058452.18,28798101.99,1980140.28,15409199.25,368264.17,1089727.12,1899472.36,17432460.45,209879.39,589524.28,0.0,31363.55
Grandma's Boy,10853055.39,4973982.15,10066126.37,0.0,0.0,0.0,0.0,0.0,8016.31,0.0,0.0,0.0,38428.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34488.32,210905.01,609581.78,0.0,0.0
Gravity,1038889806.14,179947.72,368357675.71,0.0,94988009.69,0.0,61155232.01,0.0,155160.52,0.0,23375733.43,0.0,11726220.07,0.0,16183286.49,0.0,0.0,0.0,186911.89,0.0,0.0,0.0,0.0,0.0,0.0
Green Book,372999512.44,371465.03,98631236.48,19746708.25,82354390.87,2536575.14,15350190.31,1993168.9,17526716.95,1347649.16,17144572.68,2410384.68,13013285.05,1437411.75,12593269.62,3032410.58,22214125.74,923781.46,3555013.65,1340355.0,11702272.44,1166011.78,8975816.31,0.0,27264.97
Green Lantern,338192153.35,75813841.4,166245390.4,0.0,0.0,5711471.22,14375736.01,4673309.13,10828099.31,2757133.55,6610417.74,1706896.7,4508404.2,2377316.55,5368411.76,786800.44,786800.44,1202911.61,2171612.05,4493862.87,9989077.53,3499638.45,6934664.28,0.0,0.0
Green Room,4633429.26,108209.22,3960650.13,0.0,0.0,255315.67,255315.67,268539.27,268539.27,0.0,0.0,0.0,0.0,9686.49,24132.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Zone,166498819.14,268754.89,51477481.49,0.0,0.0,0.0,12128856.37,0.0,11557461.65,0.0,4382690.55,0.0,5341038.02,0.0,5662147.61,0.0,0.0,0.0,1607048.75,0.0,3051671.8,0.0,1638920.34,0.0,0.0
Greenland,57149622.1,0.0,0.0,3715271.8,3715271.8,0.0,0.0,0.0,5066545.66,989776.82,3245629.76,937924.74,1925162.06,0.0,2731817.5,0.0,0.0,1101229.51,2751815.5,0.0,0.0,439230.36,2479429.25,0.0,0.0
Greyhound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grimsby,34410690.08,4007331.22,8455182.36,0.0,0.0,3291659.01,9303844.52,491153.82,499036.08,705443.35,1504969.59,169234.33,169234.33,511650.9,1337065.98,0.0,0.0,0.0,0.0,1497086.1,3462851.3,1087791.46,2836189.98,0.0,0.0
Grindhouse,40794988.31,18609159.55,40178474.54,0.0,0.0,68589.97,308695.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132463.7,0.0,0.0,0.0,175354.3,0.0,0.0,0.0,0.0
Grown Ups,398644198.28,34551424.78,237904203.26,0.0,0.0,0.0,17859465.55,0.0,9005.05,0.0,26831394.44,0.0,1519308.27,0.0,12493657.77,0.0,0.0,0.0,0.0,0.0,4773872.68,0.0,0.0,0.0,0.0
Grown Ups 2,331926216.64,55784049.79,179639320.15,0.0,0.0,3452083.06,18232431.05,723552.48,1163023.89,3106981.46,17515372.37,188672.42,330395.12,1606949.04,6799110.84,0.0,0.0,0.0,0.0,3796050.4,13847168.74,5423374.55,12915649.23,143066.62,242107.88
