Name,Estimated Budget,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
Gigli,97530006.67,10994778.0,6779271.03,13123581.71
Gimme Danger,0.0,541915.63,55006.11,1168429.37
Gimme Shelter,3296000.0,1400707.3,709742.1,1402878.54
Ginger &amp; Rosa,0.0,1402191.54,59297.81,2318281.67
Ginger Snaps 2: Unleashed,6137271.19,140932.79,140932.79,1654652.15
Ginger Snaps Back: The Beginning,6137271.19,0.0,0.0,0.0
Girl,1738911.11,0.0,0.0,4845460.74
Girl Lost: A Hollywood Story,0.0,0.0,0.0,0.0
Girl Most Likely,0.0,1852711.03,933278.7,2802894.85
Girl Next,1060900.0,0.0,0.0,0.0
Girl Walks Into a Bar,1425760.89,0.0,0.0,0.0
Girl in Progress,6921169.35,3612036.47,1915887.65,6518697.82
Girl in the Basement,0.0,0.0,0.0,0.0
Girl in the Picture,0.0,0.0,0.0,0.0
Girl on the Third Floor,0.0,0.0,0.0,164162.21
Girl with a Pearl Earring,21042072.64,20465118.29,156889.69,57918506.59
Girlfriend's Day,0.0,0.0,0.0,0.0
Girlhouse,3990325.76,0.0,0.0,0.0
Girls Trip,22686993.63,137520895.56,37256724.23,167826867.05
Give 'em Hell Malone,16390905.0,0.0,0.0,0.0
Glass,22510176.2,124986029.07,45390554.76,277999594.46
Glass Jaw,0.0,0.0,0.0,8608.77
Glass Onion: A Knives Out Mystery,41200000.0,13678400.0,9682000.0,13678400.0
Glee: The 3D Concert Movie,12831847.98,16912943.09,8499290.0,26609314.76
Global Metal,0.0,0.0,0.0,0.0
Gloria,0.0,2832874.93,75869.46,8683794.98
Gloria Bell,0.0,6315368.37,163444.14,12543802.44
Glorious,0.0,0.0,0.0,0.0
Glory Road,0.0,48000079.57,15300992.89,48327602.64
Glossary of Broken Dreams,16882.63,0.0,0.0,0.0
Gnomeo &amp; Juliet,51327391.93,142529993.84,36152889.06,276551517.2
Go Goa Gone,0.0,401101.25,228524.92,577010.5
Go with Me,9838990.92,33303.75,20241.26,524530.13
Goal II: Living the Dream,16047064.39,361166.46,240863.23,12620863.7
Goal!,17024330.61,7291954.92,3271800.55,47005663.04
Goal! III,14685337.13,0.0,0.0,11221.07
Goat,0.0,28311.7,28311.7,28311.7
God Bless America,0.0,169637.86,37800.66,545222.04
God Help the Girl,2413830.39,134074.58,14783.08,552318.32
God's Not Dead,2609546.37,79272449.88,12026111.4,84387965.8
God's Not Dead 2,6149369.33,25550106.86,9376142.65,30116964.28
God's Not Dead: A Light in Darkness,0.0,6641411.62,3118072.81,8595064.34
God's Own Country,0.0,400734.7,21215.92,3056701.04
God's Pocket,1304773.18,221780.13,28029.14,539611.13
Godmothered,0.0,0.0,0.0,0.0
Gods and Generals,101142229.14,23268011.83,8444014.33,23342066.01
Gods of Egypt,172182341.16,38314831.19,17370619.18,185318456.65
Godsend,43837651.33,25214980.42,12099191.77,52816778.92
Godzilla,208763709.41,261836753.47,121589704.49,684974696.98
Godzilla vs. Kong,212180000.0,107061884.12,33551992.63,498746164.12
Godzilla: Final Wars,34193368.04,0.0,0.0,16074919.55
Godzilla: King of the Monsters,191336497.7,124368878.83,53772638.68,435909717.43
Going Clear: Scientology &amp; the Prison of Belief,0.0,0.0,0.0,291602.87
Going in Style,29851307.41,53754492.27,14247826.04,101755394.59
Going the Distance,46993078.83,26146213.33,10110801.75,61765222.46
Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,0.0,0.0,0.0,19369359.99
Gold,6695000.0,103202.91,0.0,181329.44
Gold,7761339.93,119640.46,0.0,210210.52
Gold,20600000.0,7443849.14,3575455.48,15327367.17
Gold,23881045.93,8629461.32,4144932.84,17768619.39
Goldstone,0.0,107784.92,1598.84,799850.93
Gone,0.0,16170903.85,6603293.89,27362891.49
Gone,0.0,18746509.59,7655027.41,31721090.7
Gone,0.0,0.0,0.0,450748.08
Gone,0.0,0.0,0.0,522540.56
Gone Baby Gone,30489422.34,32564246.79,3689220.1,55542810.16
Gone Girl,79591164.21,218898129.33,48946098.67,481892353.62
Gone in the Night,0.0,274459.98,127547.99,274459.98
Gong fu yu jia,77613399.27,433031.42,133708.78,307771623.1
Gonzo: The Life and Work of Dr. Hunter S. Thompson,0.0,1950731.0,299039.38,2324421.95
Good,22688845.87,41257.4,14381.7,2347575.56
Good Boy!,32510002.22,68032139.24,23672739.69,82161112.63
Good Boys,22510176.2,93575146.87,24088820.48,125126863.99
Good Bye Lenin!,8669333.93,7340397.28,104696.66,143255247.14
Good Deeds,0.0,48483886.25,21571795.44,49249901.9
Good Dick,0.0,42992.11,7845.92,62200.29
Good Hair,0.0,6288172.79,1571913.49,6297115.22
Good Joe Bell,0.0,1491082.22,795287.77,1842059.77
Good Kids,3689621.6,0.0,0.0,29058.23
Good Kill,0.0,400897.26,22485.17,1867815.75
Good Luck Chuck,40117660.98,56192481.98,21907453.91,95910888.78
"Good Luck to You, Leo Grande",0.0,0.0,0.0,10089224.92
Good Newwz,0.0,0.0,0.0,14697045.98
"Good Night, and Good Luck.",11917031.43,53725387.65,717483.6,93022970.06
Good People,0.0,0.0,0.0,2353119.17
Good Time,5373235.33,2419745.78,149377.14,3920514.29
Good Vibrations,0.0,0.0,0.0,672183.97
Good on Paper,0.0,0.0,0.0,0.0
Goodbye Bafana,48141193.17,0.0,0.0,10137203.38
Goodbye Christopher Robin,0.0,2071980.44,69155.93,8838314.2
Goodbye First Love,5132739.19,135447.28,30050.76,734142.82
Goodbye Solo,0.0,1317134.39,57541.94,1425175.65
Goodbye World,0.0,0.0,0.0,0.0
Goodbye to Language,0.0,524373.99,0.0,740938.94
Goodnight Mommy,0.0,0.0,0.0,0.0
Goon,0.0,5770217.65,1706566.57,9669092.3
Goon: Last of the Enforcers,0.0,0.0,0.0,149107.28
Goosebumps,73472664.72,101443428.22,29919280.11,200480836.96
Goosebumps 2: Haunted Halloween,40574592.6,54138833.09,18319109.76,108183897.14
Gori Tere Pyaar Mein!,0.0,459866.68,268061.59,952084.12
Gosnell: The Trial of America's Biggest Serial Killer,0.0,4266004.55,1348221.84,4266004.55
Gothika,72244449.39,107815051.59,34837064.57,255729681.01
Gotti,11592740.74,5034990.46,1993837.8,7433669.95
Goya's Ghosts,82642381.61,1653882.31,263911.83,15616239.96
Grabbers,5536935.48,0.0,0.0,591531.58
Grace,7562948.62,12549.96,9338.73,12549.96
Grace Is Gone,3115934.83,79298.98,21624.59,1682639.09
Grace of Monaco,39143195.51,0.0,0.0,35901156.43
Gracie,14442357.95,4744056.23,2175827.88,6140518.31
Gran Torino,49915460.92,224007432.1,411000.88,408336041.81
Grand Isle,0.0,0.0,0.0,6082.12
Grand Piano,0.0,30312.03,3983.37,2174570.93
Grandma,760062.05,8842718.96,146362.62,9127170.91
Grandma's Boy,0.0,10066126.37,4973982.15,10853055.39
Grave Encounters,106090.0,0.0,0.0,4302924.47
Graves End,3285695.81,0.0,0.0,0.0
Gravity,134391637.93,368357675.71,74970525.74,1038889806.14
Gray Matters,0.0,114834.4,41263.42,1515611.53
Great Expectations,0.0,347612.04,118936.6,8336150.69
Great Freedom,0.0,76327.51,10164.48,231818.32
Great White,0.0,0.0,0.0,673733.03
Greater,10746470.67,2388844.91,749833.8,2388844.91
Greed,0.0,388254.64,26403.56,1595852.39
Green Book,26663303.71,98631236.48,371465.03,372999512.44
Green Lantern,285152177.37,166245390.4,75813841.4,338192153.35
Green Lantern: Beware My Power,0.0,0.0,0.0,0.0
Green Room,6149369.33,3960650.13,108209.22,4633429.26
Green Zone,146853371.35,51477481.49,21013682.12,166498819.14
Greenberg,0.0,6218021.39,173510.2,9316542.35
Greenland,37152718.0,0.0,0.0,57149622.1
Greta,0.0,11854105.27,5044429.19,20994236.26
Gretel and Hansel,5463635.0,16770795.91,6724649.61,24372573.11
Greyhound,54964168.1,0.0,0.0,0.0
Gridiron Gang,49585428.97,63523600.5,23825187.07,68561526.36
Gridlocked,0.0,0.0,0.0,0.0
Griffin &amp; Phoenix,0.0,0.0,0.0,2175928.98
Grilled,0.0,0.0,0.0,77126.83
Grimcutty,0.0,0.0,0.0,0.0
Grimsby,43045585.29,8455182.36,4007331.22,34410690.08
Grind,10836667.41,9253964.91,4535873.17,9285517.67
Grindhouse,107515331.42,40178474.54,18609159.55,40794988.31
Gringo,0.0,5761421.74,3156030.93,12753900.96
Grizzly Man,0.0,5411018.35,458177.51,6918992.7
Grown Ups,117482697.08,237904203.26,59485251.91,398644198.28
Grown Ups 2,107513310.35,179639320.15,55784049.79,331926216.64
Grudge Match,53756655.17,40058464.94,9436971.41,60351602.27
Gräns,0.0,894878.44,85438.5,2524525.65
Guardians of the Galaxy,221811441.25,435427080.23,123067358.81,1009046533.52
Guardians of the Galaxy Vol. 2,238810459.31,465457228.47,174940726.15,1031369896.34
Guava Island,0.0,0.0,0.0,0.0
Guess Who,59585157.14,117324686.18,35191753.09,175557393.04
Guilty,0.0,0.0,0.0,0.0
Gulliver's Travels,164475775.91,62822787.02,9263056.89,348604533.18
Gully,0.0,23888.29,15303.48,23888.29
Gully Boy,0.0,6265183.06,2301742.05,31851334.32
Gunpowder Milkshake,31827000.0,0.0,0.0,1077619.78
Guns Akimbo,16390905.0,0.0,0.0,1130720.03
Guzaarish,0.0,1493990.75,716822.14,11108444.25
Ha-Buah,2479271.45,259697.07,64266.02,1702310.75
Hachi: A Dog's Tale,23496539.42,0.0,0.0,68653431.24
Hacked,652386.59,0.0,0.0,535125.32
Hacker,2459747.73,13822.55,8259.83,13822.55
Hacksaw Ridge,49194954.62,82659348.99,18682716.26,222070496.96
Hail Satan?,0.0,477535.38,29821.48,526018.92
"Hail, Caesar!",27057225.04,37508797.69,13965494.46,78644580.72
Hair Show,0.0,535312.08,272405.41,535312.08
Hairspray,120352982.93,190873879.07,44610839.01,326762766.42
Half Brothers,0.0,2449872.08,765083.74,3577958.63
Half Light,0.0,0.0,0.0,7600406.62
Half Nelson,1156993.34,4459280.44,89225.67,7703064.99
Half Past Dead,24183829.43,28960805.45,14548500.67,35779566.38
Hall Pass,51327391.93,64245832.07,19298206.84,122839618.63
Hallam Foe,6097884.47,97311.0,21647.49,3449796.3
Halloween,11592740.74,184721066.94,88361661.02,301341511.59
Halloween,16047064.39,255697157.49,122313204.06,417127127.0
Halloween,17389111.11,67553252.48,30561208.6,93276291.01
Halloween,24070596.59,93509500.16,42303860.07,129116201.35
Halloween Ends,20600000.0,66002255.8,41251865.65,107483483.91
Halloween II,22688845.87,50509867.84,24730184.02,59628505.92
Halloween Kills,21218000.0,97605086.24,52413743.28,141549483.41
Halloween: Resurrection,24183829.43,56468203.68,22866965.97,70067725.3
Hamilton,0.0,0.0,0.0,0.0
Hamilton: I nationens intresse,62290524.18,0.0,0.0,11418618.56
Hamlet 2,14021706.75,7612565.32,685388.82,7673438.22
Hammer of the Gods,0.0,861.45,220.4,9868.38
Hampstead,0.0,172416.38,20467.25,7564525.48
Hancock,233695112.49,355132867.63,97534803.63,980652351.42
Hands of Stone,24597477.31,5796139.71,2153986.33,6122746.25
Handsome Devil,1259725.17,0.0,0.0,154499.62
Handsome: A Netflix Mystery Movie,0.0,0.0,0.0,0.0
Hangman,0.0,0.0,0.0,0.0
Hanna,42772826.61,57399877.21,17637444.91,90937992.09
Hannah Arendt,0.0,963863.55,42024.27,11935235.35
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,10905771.92,101706887.7,48480571.45,110059439.24
Hannah Montana: The Movie,33765264.3,89563701.79,36381494.9,175067581.87
Hannibal Rising,80235321.95,44403809.41,20944066.8,131858541.95
Hansel &amp; Gretel: Witch Hunters,67195818.97,74860812.44,26462998.29,304195135.14
Happiest Season,0.0,0.0,0.0,2306329.28
Happily,0.0,0.0,0.0,0.0
Happily Ever After,0.0,0.0,0.0,10904631.55
Happily N'Ever After,75421202.64,25016399.33,10604291.7,61116493.19
Happiness Never Comes Alone,20763508.06,0.0,0.0,23311662.52
Happy Anniversary,0.0,0.0,0.0,0.0
Happy Christmas,91334.12,39550.28,9815.81,39550.28
Happy Death Day,5731451.02,66489423.0,31091957.6,149828805.73
Happy Death Day 2U,10129579.29,31680968.3,10689705.63,72708040.2
Happy End,14369236.08,360267.07,27571.86,3117424.57
Happy Endings,0.0,2239892.88,408711.62,2863843.11
Happy Feet,165284763.23,327264355.14,68648434.74,635249026.1
Happy Feet Two,192477719.72,91257915.73,30278980.91,226976910.08
Happy New Year,0.0,0.0,0.0,4026780.56
Happy People: A Year in the Taiga,0.0,469237.29,14508.16,469237.29
Happy-Go-Lucky,0.0,5471606.49,115082.38,29128696.72
Happythankyoumoreplease,0.0,308121.19,49991.45,1217403.04
Harbinger Down,0.0,0.0,0.0,77318.58
Hard Candy,1570205.25,1693573.8,95946.15,11606641.52
Hard Kill,0.0,0.0,0.0,121864.19
Hardcore Henry,2459747.73,11378839.74,6281708.67,20674870.87
Hardwired,7562948.62,0.0,0.0,0.0
Harold &amp; Kumar Escape from Guantanamo Bay,18695609.0,59372156.51,23226807.67,67765176.26
Harold &amp; Kumar Go to White Castle,15781554.48,32002449.9,9118231.48,41973513.07
Harriet,19133649.77,48489345.01,13142251.23,48787449.52
Harry Brown,11041904.99,2750918.19,262211.97,15687750.21
Harry Potter and the Chamber of Secrets,186029457.17,488590811.62,164370955.3,1723006692.61
Harry Potter and the Deathly Hallows: Part 1,183566714.18,435236122.75,183592225.55,1428272733.86
Harry Potter and the Deathly Hallows: Part 2,178220110.86,543853049.93,241223667.48,1934531335.04
Harry Potter and the Goblet of Fire,255364959.19,494505608.72,174815974.93,1527165275.9
Harry Potter and the Half-Blood Prince,378147431.21,457307867.58,117733520.89,1413923956.93
Harry Potter and the Order of the Phoenix,240705965.86,469188444.7,123736368.45,1507282795.16
Harry Potter and the Prisoner of Azkaban,227955786.9,438561772.94,164281365.13,1415163458.43
Harsh Times,3305695.26,5517091.35,3253638.83,9867017.73
Hart's War,130220620.02,35490031.99,14457749.92,60063412.69
Hasee Toh Phasee,0.0,842929.14,439688.99,9022489.6
Hatchet,2202800.57,257406.06,147379.11,306262.71
Hatchet III,1572294.81,0.0,0.0,0.0
Hateship Loveship,6523865.92,70496.9,7848.21,108306.61
Haunt,5627544.05,0.0,0.0,2524913.57
Haunt,6719581.9,0.0,0.0,3014878.84
Haunt,0.0,0.0,0.0,2710933.16
Haunt,0.0,0.0,0.0,3236995.96
Haunter,0.0,0.0,0.0,1489366.0
Haute Cuisine,0.0,301601.03,19914.97,15932451.57
Have a Good Trip: Adventures in Psychedelics,0.0,0.0,0.0,0.0
Haven,0.0,235502.69,63396.62,326126.67
Havenhurst,3582156.89,0.0,0.0,345438.14
Havoc,15321897.55,0.0,0.0,631602.67
Hawa,0.0,368803.86,219864.83,0.0
Haywire,31837379.03,26220706.14,11662682.53,47775115.6
He Never Died,0.0,0.0,0.0,0.0
He Was a Quiet Man,655636.2,2656.42,2656.42,91177.14
He's All That,0.0,0.0,0.0,0.0
He's Just Not That Into You,60503588.99,142113330.14,42028042.14,270551112.72
He's Out There,0.0,0.0,0.0,631426.45
Head Count,0.0,0.0,0.0,0.0
Head in the Clouds,0.0,698382.88,80894.49,6426350.69
Head of State,63575115.46,68858436.93,24388794.16,69752890.04
Head-On,0.0,763467.77,26681.35,19403949.04
Headshot,0.0,0.0,0.0,89793.09
Heartbreaker,12776243.31,740185.05,77285.99,70524142.0
Heartless,7342668.57,5429.17,2985.53,30009.49
Hearts Beat Loud,0.0,2766318.92,86393.74,2802156.72
Heaven,20463240.29,1459213.2,96566.03,7900836.61
Heaven Is for Real,15657278.21,119312704.36,29386390.0,133064307.83
Heaven Knows What,0.0,102271.42,21360.28,106936.93
Heavy Trip,3477822.22,11770.11,6282.11,35185.13
Hector and the Search for Happiness,0.0,1467145.68,53296.07,8269297.54
Heights,0.0,1976213.24,90033.17,2223855.96
Heist,11274253.72,63510.78,36341.1,4784648.87
Held for Ransom,46145861.21,0.0,0.0,64450.01
Hell Fest,6376007.41,12876556.79,5948192.38,21053495.31
Hell House LLC,0.0,0.0,0.0,0.0
Hell House LLC II: The Abaddon Hotel,0.0,0.0,0.0,0.0
Hell House LLC III: Lake of Fire,0.0,0.0,0.0,0.0
Hell Ride,0.0,323101.27,151507.04,590103.6
Hell and Back,0.0,172397.35,114052.29,172397.35
Hell or High Water,14758486.39,33216241.5,764156.3,46734807.18
Hellbender,0.0,0.0,0.0,69498.22
Hellboy,56275440.5,24652861.35,13556919.07,61976467.89
Hellboy,87675302.65,38408354.7,21121238.17,96557317.58
Hellboy,74283581.46,67107290.02,26080785.37,111851923.15
Hellboy,115731399.5,104550971.26,40633013.8,174261651.75
Hellboy II: The Golden Army,132427230.41,118384495.78,53810815.77,262235896.18
Hello I Must Be Going,0.0,143407.97,32124.98,477008.34
"Hello, Goodbye and Everything in Between",0.0,0.0,0.0,0.0
"Hello, My Name Is Doris",1229873.87,17765526.76,104522.06,18029271.98
Hellraiser,0.0,0.0,0.0,10612.09
Hellraiser: Revelations,499016.31,0.0,0.0,0.0
Helvetica,0.0,0.0,0.0,34790.04
Henry Poole Is Here,0.0,2861230.53,1254504.97,2997217.72
Henry's Crime,17109130.64,146198.95,12441.19,3093614.55
Her,30009783.23,33360768.26,339739.45,63304237.7
Herbie Fully Loaded,85121653.06,112401127.19,21636598.01,245400305.23
Hercules,130477318.38,94842154.32,38882584.03,319434390.81
Hercules Reborn,0.0,0.0,0.0,0.0
Here Alone,0.0,0.0,0.0,29902.65
Here Comes the Boom,58137822.57,62692392.19,16356932.42,101187734.04
Here Today,0.0,2978470.38,1105639.21,3046190.81
Hereafter,73426685.67,48089986.87,323550.28,157068976.47
Hereditary,11592740.74,51088577.81,15737344.95,96046547.98
Hero Wanted,10905771.92,0.0,0.0,1054525.83
Hesher,9980326.21,545989.43,179711.46,641167.52
Hey Arnold! The Movie,5580883.72,25539801.87,10615458.44,28368204.89
Hick,9689637.1,0.0,0.0,0.0
Hidalgo,175350605.31,118017006.97,33017528.25,189449884.66
Hidden,0.0,0.0,0.0,0.0
Hidden Figures,29851307.41,202519970.55,615532.76,281744875.94
Hide and Seek,51072991.84,86995156.81,37384124.26,216838866.66
Hideout,0.0,0.0,0.0,0.0
High Crimes,78132372.01,77283923.28,26054448.64,118652954.92
High Flying Bird,2251017.62,0.0,0.0,0.0
High Lane,3584837.65,0.0,0.0,3239661.65
High Life,9274192.59,1421098.44,115163.45,2472769.86
High School,13842338.71,192455.57,114658.86,306732.38
High School Musical 3: Senior Year,17137641.58,141088619.39,65481657.19,394024257.13
High Strung,0.0,61959.72,47191.73,2427201.11
High Tension,3973444.72,6648414.66,3427466.32,11363976.03
High-Rise,0.0,426116.86,98250.93,5275020.02
Highway,26044124.0,0.0,0.0,0.0
Highwaymen,0.0,651245.13,342698.21,4282724.61
Hillary's America: The Secret History of the Democratic Party,6149369.33,16111262.78,92011.78,16111262.78
Hillbilly Elegy,49172715.0,0.0,0.0,0.0
His House,0.0,0.0,0.0,0.0
Hit and Run,2768467.74,19032246.76,6265349.8,23278172.37
Hit the Road,0.0,155548.54,4111.76,1024993.17
Hitch,119170314.29,305579167.18,73446731.45,632614268.47
Hitchcock,21732471.77,8317414.22,398264.85,37429225.68
Hitchcock/Truffaut,0.0,320296.05,34655.39,475310.58
Hitman,38512954.54,63687098.11,21151264.89,162518759.62
Hitman's Wife's Bodyguard,74263000.0,40329823.87,12091947.24,74362844.48
Hitman: Agent 47,44336952.85,28461093.47,10547799.09,104315546.89
Hobo with a Shotgun,4277282.66,1002840.29,17174.72,1067115.01
Hocus Pocus 2,103000000.0,0.0,0.0,0.0
Hodejegerne,43200554.87,1710927.32,61326.25,27641351.78
Hokkabaz,0.0,0.0,0.0,15134735.7
Hold the Dark,0.0,0.0,0.0,0.0
Holding the Man,0.0,0.0,0.0,971660.79
Holes,36122224.69,121743768.79,29439893.07,128968213.72
Holes in the Sky: The Sean Miller Story,1060.9,0.0,0.0,0.0
Holidate,0.0,0.0,0.0,0.0
Holiday in the Wild,0.0,0.0,0.0,0.0
Holidays,0.0,0.0,0.0,68406.81
Hollow,0.0,0.0,0.0,0.0
Hollywood Ending,29764713.15,9023829.47,3754039.1,27104015.67
Hollywood Homicide,135458342.6,55882329.62,20070649.5,92369330.99
Hollywood Sex Wars,2928174.96,0.0,0.0,0.0
Hollywoodland,46279733.7,23844394.81,9930308.57,27768564.17
Holmes &amp; Watson,48689511.12,35443211.98,8591985.31,46912309.19
Holy Hell,0.0,22200.45,11361.57,22200.45
Holy Motors,0.0,887432.33,26114.96,2704966.01
Holy Rollers,1468533.71,445059.7,58278.76,1092979.71
Home,171013960.99,224721858.18,66008514.64,489025957.92
Home,204199612.86,268329650.84,78817618.5,583922568.11
Home,0.0,0.0,0.0,2352383.17
Home,0.0,0.0,0.0,2808868.53
Home Again,14328627.56,32263632.16,10230497.98,44503190.0
Home Movie,0.0,0.0,0.0,0.0
Home Sweet Hell,3800310.24,0.0,0.0,0.0
Home Sweet Home Alone,15913500.0,0.0,0.0,0.0
Home Team,0.0,0.0,0.0,0.0
Home of the Brave,19256477.27,82976.16,9628.24,801743.43
Home on the Range,192885665.84,87728716.2,24340015.97,254886241.58
Homecoming,2268884.59,0.0,0.0,0.0
Homecoming: A Film by Beyoncé,0.0,0.0,0.0,0.0
Homefront,29566160.35,27091873.21,9293505.65,65111963.73
Hon Zin,0.0,0.0,0.0,12235701.36
Honest Thief,32781810.0,15476919.73,0.0,34115206.84
Honey,32510002.22,54740372.45,23219438.28,112391403.32
Honey Boy,0.0,3390724.72,338851.31,3827829.58
Honeymoon,1304773.18,12157.88,5390.02,31762.09
Honor Society,20600000.0,0.0,0.0,0.0
Hoodwinked 2: Hood vs. Evil,42772826.61,14462603.34,5857923.95,33990638.56
Hoodwinked!,48141193.17,82460425.56,0.0,176538837.47
Hoody,0.0,0.0,0.0,0.0
Hooligans,0.0,590454.86,83010.64,6494300.34
Hoot,24792714.48,13417217.1,5619681.95,13594668.47
Hop,89822935.87,154692639.56,53528353.27,262863464.16
Hope Gap,0.0,114443.48,33850.5,1370657.74
Hope Springs,41527016.12,87948698.44,20279193.7,158191701.58
Hope Springs,31827000.0,67405354.07,15542313.37,121240767.01
Hope Springs,0.0,0.0,0.0,2169356.1
Hope Springs,0.0,0.0,0.0,1662630.81
Hopeful Notes,2015874.57,0.0,0.0,0.0
Horizon Line,0.0,0.0,0.0,971828.96
Horns,0.0,226962.69,140320.53,5056572.8
Horrible Bosses,49901631.04,167581880.12,40352119.87,299179609.97
Horrible Bosses 2,54800473.72,71038841.8,20168424.5,140452775.18
Hors de prix,19338317.3,3578725.86,192239.4,46348923.56
Horse Girl,0.0,0.0,0.0,0.0
Horsemen,30251794.5,0.0,0.0,3639011.05
Horton Hears a Who!,132427230.41,240751830.87,70128784.21,465166692.33
Host,0.0,0.0,0.0,484959.89
Hostage,88526519.18,58972177.39,16683844.0,132217005.39
Hostel,7933668.63,78223448.84,32323251.93,135500161.3
Hostel: Part II,16368005.68,28258001.01,13164034.36,57333245.32
Hostile,1159274.07,0.0,0.0,446816.69
Hostiles,45211688.9,34568525.78,26488.25,41350166.66
Hot Fuzz,12837651.51,37930871.35,9366671.49,129302855.99
Hot Girls Wanted,0.0,0.0,0.0,0.0
Hot Pursuit,44336952.85,43805164.04,17661635.3,65466932.43
Hot Rod,0.0,22366931.11,8522132.14,23033401.0
Hot Summer Nights,0.0,0.0,0.0,285335.61
Hot Tub Time Machine,52867213.68,73848971.35,20589579.87,95131926.76
